Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
178,Professor Layton and the Curious Village,Level 5,DS,2007,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,Professor Layton and the Curious Village,85,72,8.5,208,1,0.0,4,1
179,Tomb Raider II,Core Design Ltd.,PS,1997,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,Tomb Raider II,85,13,0.0,0,1,0.0,4,1
180,Madden NFL 2004,EA Tiburon,PS2,0,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,Madden NFL 2004,94,29,8.3,149,1,0.94,4,1
181,Dragon Quest VIII: Journey of the Cursed King,Level 5,PS2,2004,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,Dragon Quest VIII: Journey of the Cursed King,89,63,8.7,367,1,0.0,4,1
182,Diablo III,Blizzard Entertainment,PC,2012,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,Diablo III,88,86,4.1,9878,1,0.89,4,0
183,Super Mario Bros. 3,Nintendo,GBA,2003,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,Super Mario Advance 4: Super Mario Bros. 3,94,25,8.9,223,1,0.94,4,1
184,New Super Mario Bros. U,Nintendo,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,New Super Mario Bros. U Deluxe,80,70,7.0,306,1,0.93,4,1
186,FIFA Soccer 13,Electronic Arts,X360,2012,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,FIFA Soccer 13,88,37,6.6,390,1,0.92,4,1
187,The Legend of Zelda: Phantom Hourglass,Nintendo,DS,2007,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,The Legend of Zelda: Phantom Hourglass,90,57,8.0,564,1,0.95,4,1
188,Donkey Kong Country 2: Diddy's Kong Quest,Rare Ltd.,SNES,1995,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,Donkey Kong Country 2: Diddy's Kong Quest,0,4,8.8,68,1,0.96,1,1
189,Tomodachi Life,Nintendo,3DS,2013,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,Tomodachi Life,71,52,7.7,225,1,0.97,3,0
190,Mario & Sonic at the Olympic Games,Sega,DS,2008,Sports,Sega,1.64,2.48,0.44,0.58,5.14,Mario & Sonic at the Olympic Games Tokyo 2020,69,76,6.9,153,1,0.0,3,0
193,Fable III,Lionhead Studios,X360,2010,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,Fable III,80,88,6.6,693,1,0.91,4,1
194,Call of Duty: Advanced Warfare,Sledgehammer Games,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,Call of Duty: Advanced Warfare,83,39,5.8,1684,1,0.88,4,1
195,Microsoft Flight Simulator,Asobo Studio,PC,1996,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,Microsoft Flight Simulator,91,66,0.0,0,1,0.0,4,0
196,Guitar Hero II,Harmonix Music Systems,PS2,2006,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,Guitar Hero II,92,69,8.5,156,1,0.93,4,1
197,Resident Evil 5,Capcom,PS3,2009,Action,Capcom,1.96,1.43,1.08,0.65,5.11,Resident Evil 5,69,14,7.4,339,1,0.0,3,1
198,Grand Theft Auto V,Rockstar North,XOne,2014,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,Grand Theft Auto V,97,66,8.4,6662,1,0.95,4,0
199,Grand Theft Auto: Vice City Stories,Rockstar Leeds,PSP,2006,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,Grand Theft Auto: Vice City Stories,86,50,8.2,261,1,0.94,4,1
200,FIFA Soccer 11,EA Sports,PS3,2010,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,FIFA Soccer 11,89,51,8.1,253,1,0.0,4,1
201,Super Mario Bros.,Nintendo,GB,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,Super Mario Bros. 35,75,29,7.4,74,1,0.0,3,0
202,Resident Evil,Capcom,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,Resident Evil Village,84,106,8.5,1649,1,0.0,4,0
203,Tony Hawk's Pro Skater,Vicarious Visions,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,Tony Hawk's Pro Skater 1 + 2,89,74,8.8,515,1,0.0,4,1
204,Super Smash Bros. for Wii U and 3DS,Bandai Namco Games,WiiU,2014,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,Super Smash Bros. for Wii U,92,77,8.9,2059,1,0.94,4,0
205,Warzone 2100,Warzone 2100 Project,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,Warzone 2100,0,4,8.6,28,1,0.0,1,0
207,Link's Crossbow Training,Nintendo,Wii,2007,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,Link's Crossbow Training,68,34,7.2,52,1,0.82,3,1
208,Guitar Hero III: Legends of Rock,Neversoft Entertainment,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,Guitar Hero III: Legends of Rock,85,69,8.1,199,1,0.96,4,1
209,Fallout 3,Bethesda Game Studios,X360,2008,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,Fallout 3,91,48,7.8,4679,1,0.94,4,0
211,Uncharted: Drake's Fortune,SCE/WWS,PS3,2007,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,Uncharted: Drake's Fortune,88,66,7.9,3577,1,0.94,4,1
212,Madden NFL 06,EA Sports,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,Madden NFL 06,88,29,8.0,128,1,0.85,4,1
213,LEGO Star Wars: The Complete Saga,Traveller's Tales,DS,2007,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,LEGO Star Wars: The Complete Saga,80,24,7.9,218,1,0.0,4,1
214,Diddy Kong Racing,Rare Ltd.,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,Diddy Kong Racing,88,15,8.5,187,1,0.95,4,1
216,Dr. Mario,Newcom,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,Dr. Mario 64,71,13,7.5,18,1,0.0,3,0
217,God of War III,Wholesale Algorithms,PS3,2010,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,God of War III Remastered,81,67,8.2,1297,1,0.96,4,0
219,Assassin's Creed,Ubisoft Montreal,PS3,2007,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,Assassin's Creed Valhalla,80,50,7.2,2432,1,0.0,4,0
220,FIFA 15,EA Sports,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,FIFA 15,2,2,4.7,130,1,0.0,1,1
221,Crash Team Racing,Beenox,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,Crash Team Racing: Nitro-Fueled,83,75,0.0,0,1,0.93,4,1
222,FIFA 17,EA Vancouver,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,FIFA 17,85,42,5.0,911,1,0.92,4,1
223,Batman: Arkham City,Rocksteady Studios,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,Batman: Arkham City,96,42,8.8,2978,1,0.96,4,1
224,Driver 2,Reflections Interactive,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,Driver 2,62,14,7.7,144,1,0.9,3,1
225,The Simpsons: Hit & Run,Radical Entertainment,PS2,2003,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,The Simpsons: Hit & Run,82,21,8.1,165,1,0.98,4,0
226,Tony Hawk's Pro Skater 2,Neversoft Entertainment,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,Tony Hawk's Pro Skater 2,98,19,7.4,725,1,0.94,4,1
227,Animal Crossing: City Folk,Nintendo,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,Animal Crossing: City Folk,73,50,7.9,158,1,0.94,3,1
228,The Lord of the Rings: The Two Towers,Stormfront Studios,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,The Lord of the Rings: The Two Towers,82,32,8.1,120,1,0.0,4,0
229,Forza Motorsport 4,Turn 10,X360,2011,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,Forza Motorsport 4,91,83,8.3,683,1,0.94,4,1
230,Tomb Raider,Nixxes Software,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,Tomb Raider,86,18,8.4,4640,1,0.0,4,1
231,Guitar Hero III: Legends of Rock,Neversoft Entertainment,Wii,2007,Misc,Activision,3.06,1.12,0.0,0.44,4.62,Guitar Hero III: Legends of Rock,85,69,8.1,199,1,0.96,4,1
232,The Legend of Zelda: A Link to the Past,Capcom,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,The Legend of Zelda: A Link to the Past,95,30,9.0,582,1,0.95,4,1
233,The Legend of Zelda: The Wind Waker,Nintendo,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,The Legend of Zelda: The Wind Waker,96,80,9.0,1465,1,0.96,4,0
234,Mario & Sonic at the Olympic Winter Games,Sega Sports R&D,Wii,2009,Sports,Sega,1.89,1.99,0.22,0.48,4.58,Mario & Sonic at the Olympic Winter Games,72,55,7.5,65,1,0.96,3,1
235,Luigi's Mansion: Dark Moon,Next Level Games,3DS,2013,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,Luigi's Mansion: Dark Moon,86,74,8.4,615,1,0.94,4,1
236,Splatoon,Nintendo,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,Splatoon 2,83,100,8.4,1298,1,0.0,4,0
237,The Last of Us,Naughty Dog,PS4,2014,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,The Last of Us Part II,93,121,5.7,155662,1,0.0,4,0
238,Guitar Hero III: Legends of Rock,Neversoft Entertainment,X360,2007,Misc,Activision,3.19,0.92,0.01,0.42,4.53,Guitar Hero III: Legends of Rock,85,69,8.1,199,1,0.96,4,1
239,Madden NFL 2005,EA Tiburon,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,Madden NFL 2005,91,30,8.0,84,1,0.92,4,1
241,Madden NFL 07,EA Sports,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,Madden NFL 07,84,29,8.2,44,1,0.92,4,1
242,Spider-Man: The Movie,Treyarch,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,Spider-Man: The Movie,79,29,7.5,14,1,0.0,4,0
244,Uncharted: The Nathan Drake Collection,Bluepoint Games,PS4,2015,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,Uncharted: The Nathan Drake Collection,86,78,8.5,2978,1,0.96,4,1
245,Call of Duty: Advanced Warfare,Sledgehammer Games,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,Call of Duty: Advanced Warfare,83,39,5.8,1684,1,0.88,4,1
246,God of War,SCE Santa Monica,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,God of War,94,118,9.2,18724,1,0.0,4,0
247,Nintendo Land,Nintendo,WiiU,2012,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,Nintendo Land,77,61,7.9,540,1,0.96,4,0
249,Tony Hawk's Pro Skater 3,Neversoft Entertainment,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,Tony Hawk's Pro Skater 3,97,34,7.5,424,1,0.94,4,1
250,Winning Eleven: Pro Evolution Soccer 2007,KCET,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,Winning Eleven: Pro Evolution Soccer 2007,63,5,7.9,12,1,0.0,3,0
251,The Elder Scrolls IV: Oblivion,Bethesda Softworks,X360,2006,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,The Elder Scrolls IV: Oblivion,94,54,0.0,0,1,0.95,4,0
252,Zelda II: The Adventure of Link,Nintendo,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,Classic NES Series: Zelda II: The Adventure of Link,73,8,7.3,67,1,0.85,3,1
253,Need for Speed: Most Wanted,Criterion Games,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,Need for Speed: Most Wanted - A Criterion Game,78,14,4.5,953,1,0.0,4,1
254,Resistance: Fall of Man,Insomniac Games,PS3,2006,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,Resistance: Fall of Man,86,70,8.1,846,1,0.95,4,1
255,Sonic the Hedgehog,Sonic Team,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,Sonic the Hedgehog,46,38,5.1,783,1,0.0,2,0
256,Kingdom Hearts II,Square Enix,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,Kingdom Hearts II,87,64,9.0,1348,1,0.96,4,0
257,FIFA 14,EA Canada,X360,2013,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,FIFA 14,87,26,6.3,728,1,0.0,4,1
258,Call of Duty: Advanced Warfare,Sledgehammer Games,X360,2014,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,Call of Duty: Advanced Warfare,83,39,5.8,1684,1,0.88,4,1
259,Asteroids,Syrox Developments,2600,1980,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,Asteroids,0,4,0.0,0,1,0.0,1,0
260,Fable II,Lionhead Studios,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,Fable II,89,95,6.6,2602,1,0.94,4,1
261,Halo 5: Guardians,343 Industries,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,Halo 5: Guardians,84,101,6.4,3472,1,0.81,4,1
262,Super Mario 3D World,Nintendo,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,Super Mario 3D World + Bowser's Fury,89,120,8.6,500,1,0.95,4,1
263,Batman: Arkham Asylum,Rocksteady Studios,PS3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,Batman: Arkham Asylum,91,29,8.6,2591,1,0.96,4,1
264,Assassin's Creed: Revelations,Ubisoft Montreal,PS3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,Assassin's Creed: Revelations,80,20,7.5,1264,1,0.0,4,1
265,Namco Museum,Bandai Namco Games,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,Namco Museum,72,40,7.6,39,1,0.0,3,0
266,Metal Gear Solid 3: Snake Eater,KCEJ,PS2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,Metal Gear Solid 3: Snake Eater,91,68,9.1,1621,1,0.96,4,0
267,Daxter,Ready at Dawn,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,Daxter,85,59,8.6,158,1,0.95,4,1
268,Warcraft II: Tides of Darkness,Blizzard Entertainment,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,Warcraft II: Tides of Darkness,0,4,8.7,41,1,0.84,1,1
269,The Legend of Zelda: Ocarina of Time,Nintendo,3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,The Legend of Zelda: Ocarina of Time,99,22,9.1,6477,1,0.96,4,1
270,FIFA Soccer 06,EA Canada,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,FIFA Soccer 06,80,32,7.8,52,1,0.9,4,1
272,Uncharted 4: A Thief's End,Naughty Dog,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,Uncharted 4: A Thief's End,93,113,8.8,15307,1,0.96,4,0
273,Gran Turismo 5 Prologue,Polyphony Digital,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,Gran Turismo 5 Prologue,80,67,7.0,134,1,0.86,4,1
274,Assassin's Creed: Revelations,Ubisoft Montreal,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,Assassin's Creed: Revelations,80,20,7.5,1264,1,0.0,4,1
275,Street Fighter IV,Capcom,PS3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,Street Fighter IV,94,61,7.4,398,1,0.0,4,1
277,Teenage Mutant Ninja Turtles,PlatinumGames,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,Teenage Mutant Ninja Turtles: Mutants in Manhattan,44,49,5.5,179,1,0.0,2,0
278,Excitebike,not found,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,Classic NES Series: Excitebike,66,12,0.0,0,1,0.96,3,1
279,Frogger,SCEE,PS,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,Frogger,0,4,8.5,11,1,0.0,1,1
280,Madden NFL 2003,EA Sports,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,Madden NFL 2003,95,25,7.5,67,1,0.88,4,1
281,Watch Dogs,Ubisoft,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,Watch Dogs: Legion,70,35,5.4,818,1,0.0,3,0
282,Half-Life,Valve Software,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,Half-Life,96,24,9.1,5065,1,0.0,4,0
285,The Legend of Zelda: Skyward Sword,Nintendo,Wii,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,The Legend of Zelda: Skyward Sword HD,81,101,7.0,330,1,0.94,4,0
286,Street Fighter II Turbo,Backbone Emeryville,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,Super Street Fighter II Turbo HD Remix,87,30,7.6,62,1,0.96,4,1
287,Carnival Games,Mass Media,Wii,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,Carnival Games for Nintendo Switch,49,7,4.0,8,1,0.0,2,0
288,Fallout 4,Bethesda Game Studios,XOne,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,Fallout 4,84,38,5.6,9050,1,0.93,4,0
289,World of Warcraft: The Burning Crusade,Blizzard Entertainment,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,World of Warcraft: The Burning Crusade,91,46,6.8,1296,1,0.95,4,1
290,Fallout: New Vegas,Obsidian Entertainment,X360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,Fallout: New Vegas,84,39,8.8,4863,1,0.97,4,0
291,God of War II,SCE Santa Monica,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,God of War II,93,70,9.0,1364,1,0.96,4,1
292,Forza Motorsport 2,Turn 10,X360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,Forza Motorsport 2,90,66,8.3,407,1,0.92,4,1
293,World Soccer Winning Eleven 9,Konami,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,World Soccer Winning Eleven 9,3,1,8.3,26,1,0.88,1,1
294,Namco Museum Vol.3,Bandai Namco Games,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,Namco Museum,72,40,7.6,39,1,0.96,3,1
295,Tekken Tag Tournament,Namco Bandai Games,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,Tekken Tag Tournament 2,82,50,8.3,261,1,0.9,4,1
296,Far Cry 4,Ubisoft Montreal,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,Far Cry 4,85,83,7.7,2319,1,0.95,4,1
297,Star Fox 64,Nintendo,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,Star Fox 64 3D,81,65,8.1,269,1,0.96,4,0
298,Minecraft,Mojang AB,PS4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,Minecraft,93,33,8.0,6582,1,0.0,4,0
299,Golf,SideBar Games,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,Golf Story,78,39,8.2,324,1,0.0,4,0
300,Fallout 3,Bethesda Game Studios,PS3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,Fallout 3,91,48,7.8,4679,1,0.94,4,0
301,Professor Layton and the Diabolical Box,Level 5,DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,Professor Layton and the Diabolical Box,84,65,8.5,115,1,0.0,4,1
302,Left 4 Dead 2,Valve Software,X360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,Left 4 Dead 2,89,55,8.4,3228,1,0.97,4,0
304,EA Sports Active,EA Canada,Wii,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,EA Sports Active,81,27,8.2,41,1,0.79,4,0
307,Tony Hawk's Underground,Neversoft Entertainment,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,Tony Hawk's Underground,90,38,8.7,159,1,0.96,4,1
308,Assassin's Creed IV: Black Flag,Ubisoft,PS3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,Assassin's Creed IV: Black Flag,83,29,7.9,2384,1,0.96,4,0
309,Monster Hunter 4 Ultimate,Capcom,3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,Monster Hunter 4 Ultimate,86,80,8.6,423,1,0.94,4,1
310,MotorStorm,Evolution Studios,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,MotorStorm,84,9,7.4,269,1,0.0,4,0
311,The Elder Scrolls V: Skyrim,Bethesda Game Studios,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,The Elder Scrolls V: Skyrim,94,32,8.4,11777,1,0.96,4,0
312,Tekken 5,Namco,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,Tekken 5,88,62,8.6,392,1,0.92,4,0
314,Sports Champions,Zindagi Games,PS3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,Sports Champions,76,64,7.8,122,1,0.92,4,0
315,NBA 2K16,Visual Concepts,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,NBA 2K16,87,51,6.7,445,1,0.0,4,1
316,World Soccer Winning Eleven 8 International,KCET,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,World Soccer Winning Eleven 8 International,91,26,8.3,51,1,0.9,4,1
317,Flash Focus: Vision Training in Minutes a Day,Namco Bandai Games,DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,Flash Focus: Vision Training in Minutes a Day,59,22,4.4,5,1,0.0,3,0
319,The Legend of Zelda: Link's Awakening,GREZZO,GB,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,The Legend of Zelda: Link's Awakening,87,111,8.4,1335,1,0.91,4,1
320,Mario & Luigi: Bowser's Inside Story,Alphadream Corporation,DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,Mario & Luigi: Bowser's Inside Story,90,58,8.8,386,1,0.97,4,1
321,Big Brain Academy: Wii Degree,Nintendo,Wii,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,Big Brain Academy: Wii Degree,68,33,7.0,41,1,0.9,3,0
323,Batman: Arkham Knight,Rocksteady Studios,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,Batman: Arkham Knight,87,89,7.9,4307,1,0.95,4,1
324,Mario & Sonic at the London 2012 Olympic Games,Sega Sports R&D,Wii,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,Mario & Sonic at the London 2012 Olympic Games,66,38,7.8,62,1,0.96,3,1
325,LEGO Indiana Jones: The Original Adventures,Traveller's Tales,X360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78,LEGO Indiana Jones: The Original Adventures,77,60,7.7,100,1,0.96,4,1
326,Resident Evil Director's Cut,Capcom,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,Resident Evil,91,8,9.1,617,1,0.0,4,0
327,Ratchet & Clank: Size Matters,High Impact Games,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,Ratchet & Clank: Size Matters,85,50,8.1,176,1,0.93,4,1
328,Just Dance 2014,Ubisoft,Wii,2013,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,Just Dance 2014,79,16,7.9,35,1,0.94,4,1
329,The Sims: Unleashed,Maxis,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,The Sims: Unleashed,79,21,7.7,34,1,0.95,4,1
330,Super Paper Mario,Intelligent Systems,Wii,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,Super Paper Mario,85,56,8.0,600,1,0.96,4,1
331,Harry Potter and the Sorcerer's Stone,KnowWonder,PS,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,Harry Potter and the Sorcerer's Stone,65,11,0.0,0,1,0.0,3,0
332,The Witcher 3: Wild Hunt,CD Projekt Red Studio,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,The Witcher 3: Wild Hunt,93,32,9.4,19812,1,0.95,4,0
333,Resident Evil 3: Nemesis,M-Two,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,Resident Evil 3,79,83,6.5,2592,1,0.94,4,0
334,Spyro: Year of the Dragon,Insomniac Games,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,Spyro: Year of the Dragon,91,15,8.9,369,1,0.96,4,1
335,FIFA Soccer 2005,EA Canada,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,FIFA Soccer 2005,77,17,6.7,56,1,0.89,4,1
337,Battlefield 4,EA DICE,PS3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,Battlefield 4,81,52,6.2,3931,1,0.94,4,0
338,MySims,EA Redwood Shores,DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,MySims,68,38,7.1,64,1,0.95,3,1
340,Tony Hawk's Pro Skater 4,Neversoft Entertainment,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,Tony Hawk's Pro Skater 4,94,27,8.4,188,1,0.93,4,1
341,Midnight Club 3: DUB Edition,Rockstar San Diego,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,Midnight Club 3: DUB Edition Remix,85,19,8.8,93,1,0.97,4,1
342,Banjo-Kazooie,Rare Ltd.,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,Banjo-Kazooie,92,19,9.1,520,1,0.0,4,0
343,SOCOM: U.S. Navy SEALs,Zipper Interactive,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,SOCOM: U.S. Navy SEALs,82,42,8.0,90,1,0.96,4,1
345,Gran Turismo 6,Polyphony Digital,PS3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,Gran Turismo 6,81,81,8.0,936,1,0.92,4,1
346,Jak and Daxter: The Precursor Legacy,Naughty Dog,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,Jak and Daxter: The Precursor Legacy,90,35,8.8,509,1,0.97,4,1
347,Pokemon Snap,The Pokemon Company,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,New Pokemon Snap,79,114,7.0,525,1,0.9,4,1
